Value,Date,Sub-Sector,Super Region,Measure,Frequency,Region,Source,Indicator,Subject
7.55,2013-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.57,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.57,2011-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
29.6,1999-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.36,2018-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.63,2018-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
19.49,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.8,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
9.14,2017-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.61,2010-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.95,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
9.1,2000-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
14.06,2015-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
12.59,2016-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.69,2005-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.82,2014-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.7,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
9.57,2001-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.11,2018-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.6,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
10.2,2009-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
12.2,2000-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
34.3,1998-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.04,2017-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.13,2011-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
11.5,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.6,2004-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.53,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
26.6,1998-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
22.9,1997-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.13,2018-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.78,2009-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
18.37,1997-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.73,2017-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.25,2012-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
12.18,2016-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.73,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.84,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
10.66,2016-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
18.4,2015-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
32.87,1997-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.52,2020-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.23,2010-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.39,2005-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
10.03,2000-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.23,2019-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
21.14,2009-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
11,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.55,2012-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
12.08,2009-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
29,1998-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.54,2019-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
27.37,1997-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.29,2012-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
12.87,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
10.98,2016-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.7,2013-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.57,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
13.31,2015-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
29.6,1998-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.87,2006-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.83,2004-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.27,2013-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
18.03,1999-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.59,2011-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.33,2019-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.02,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.84,2014-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
9.33,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.87,2010-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.93,2005-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.92,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.07,2012-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
11.07,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
14.2,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.44,2013-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
10.57,2017-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.8,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.66,2019-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.35,2014-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.81,2016-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.2,2016-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.3,2015-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.73,2014-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.25,2020-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.23,2019-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.49,2020-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.15,2012-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.45,2015-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.49,2019-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.04,2013-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.42,2012-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.84,2018-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.78,2018-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.57,2016-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
10.17,2013-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.13,2015-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.14,2020-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.24,2017-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.83,2015-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.19,2016-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.84,2013-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.6,2014-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.56,2019-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.23,2020-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.32,2018-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.99,2014-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.12,2017-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.19,2012-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.31,2018-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.53,2013-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.11,2017-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.06,2019-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.15,2017-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.85,2012-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
9.24,2014-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
84.67,1999-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
6.77,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.32,2004-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
90.68,1999-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.41,2004-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
19.7,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.15,2014-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.04,2011-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
11.33,2015-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.2,2010-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.14,2005-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
50.19,2000-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.02,2013-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.65,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.08,2011-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
98.16,1999-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.66,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
11.15,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
9.14,2017-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.84,2010-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
6.7,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
24.23,2000-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
9.58,2015-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
11.15,2016-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.35,2005-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.51,2014-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.01,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
22.54,2001-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.87,2018-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.51,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
10.13,2009-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
40,2000-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.44,2017-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.11,2011-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
16.25,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.96,2004-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.24,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.7,2018-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
9.17,2009-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.74,2017-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.17,2012-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
10.47,2016-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.05,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
6.86,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
10.05,2016-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
10.53,2015-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.66,2010-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.43,2005-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
26.24,2000-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
10.22,2009-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
14.6,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.09,2012-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
9.98,2009-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.19,2012-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
16.82,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
10.09,2016-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
7.52,2013-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
8.55,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
12.11,2015-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
